ID,Año,Campeonato,Equipo,Ganados,Perdidos,Empatados,Puntos,Partidos Jugados,GF,GC,DIF,Logo
2338,2007,Torneo Apertura 2007,Olimpo,6,9,4,22,19,18,24,-6,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2339,2007,Torneo Clausura 2007,Quilmes,3,13,3,12,19,18,36,-18,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2340,2007,Torneo Apertura 2007,Racing Club,7,8,4,25,19,23,24,-1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2341,2007,Torneo Clausura 2007,Racing Club,5,6,8,23,19,28,30,-2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2342,2007,Torneo Apertura 2007,River Plate,6,8,5,23,19,31,33,-2,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2343,2007,Torneo Clausura 2007,River Plate,9,4,6,33,19,26,16,10,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2344,2007,Torneo Apertura 2007,Rosario Central,2,9,8,14,19,21,33,-12,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2345,2007,Torneo Clausura 2007,Rosario Central,7,9,3,24,19,17,21,-4,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2346,2007,Torneo Apertura 2007,San Lorenzo,8,6,5,29,19,29,27,2,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2347,2007,Torneo Clausura 2007,San Lorenzo,14,2,3,45,19,34,17,17,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2348,2007,Torneo Apertura 2007,San Martin (SJ),5,11,3,18,19,18,29,-11,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2349,2007,Torneo Apertura 2007,Tigre,10,5,4,34,19,28,20,8,https://logodetimes.com/times/tigre/logo-tigre-256.png
2350,2007,Torneo Clausura 2007,Tigre,2,0,0,6,2,3,0,3,https://logodetimes.com/times/tigre/logo-tigre-256.png
2351,2007,Torneo Apertura 2007,Velez,8,8,3,27,19,25,25,0,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2352,2007,Torneo Clausura 2007,Velez,7,7,5,26,19,22,26,-4,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2353,2008,Torneo Apertura 2008,Argentinos,5,6,8,23,19,25,26,-1,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2354,2008,Torneo Clausura 2008,Argentinos,9,7,3,30,19,23,24,-1,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2355,2008,Torneo Apertura 2008,Arsenal,8,7,4,28,19,26,27,-1,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2356,2008,Torneo Clausura 2008,Arsenal,7,8,4,25,19,22,25,-3,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2357,2008,Torneo Apertura 2008,Banfield,5,6,8,23,19,18,21,-3,https://logodetimes.com/times/banfield/logo-banfield-256.png
2358,2008,Torneo Clausura 2008,Banfield,6,9,4,22,19,36,36,0,https://logodetimes.com/times/banfield/logo-banfield-256.png
2359,2008,Torneo Clausura 2008,Belgrano,0,1,1,1,2,1,2,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2360,2008,Torneo Apertura 2008,Boca Juniors,13,5,3,42,21,36,23,13,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2361,2008,Torneo Clausura 2008,Boca Juniors,11,2,6,39,19,33,15,18,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2362,2008,Torneo Apertura 2008,Colon,5,6,8,23,19,29,25,4,https://logodetimes.com/times/colon/logo-colon-256.png
2363,2008,Torneo Clausura 2008,Colon,6,8,5,23,19,25,27,-2,https://logodetimes.com/times/colon/logo-colon-256.png
2364,2008,Torneo Apertura 2008,Estudiantes (LP),8,7,4,28,19,24,25,-1,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2365,2008,Torneo Clausura 2008,Estudiantes (LP),11,2,6,39,19,29,17,12,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2366,2008,Torneo Apertura 2008,Gimnasia (J),6,10,3,21,19,19,31,-12,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg/150px-Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg.png
2367,2008,Torneo Clausura 2008,Gimnasia (J),3,8,10,19,21,22,29,-7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg/150px-Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg.png
2368,2008,Torneo Apertura 2008,Gimnasia (LP),6,4,9,27,19,17,15,2,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2369,2008,Torneo Clausura 2008,Gimnasia (LP),4,10,5,17,19,19,26,-7,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2370,2008,Torneo Apertura 2008,Godoy Cruz,6,8,5,23,19,25,28,-3,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2371,2008,Torneo Apertura 2008,Huracan,5,9,5,20,19,18,29,-11,https://logodetimes.com/times/huracan/logo-huracan-256.png
2372,2008,Torneo Clausura 2008,Huracan,5,7,7,22,19,15,17,-2,https://logodetimes.com/times/huracan/logo-huracan-256.png
2373,2008,Torneo Apertura 2008,Independiente,4,9,6,18,19,15,23,-8,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2374,2008,Torneo Clausura 2008,Independiente,8,4,7,31,19,25,15,10,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2375,2008,Torneo Apertura 2008,Lanus,11,4,4,37,19,34,23,11,https://logodetimes.com/times/lanus/logo-lanus-256.png
2376,2008,Torneo Clausura 2008,Lanus,5,11,3,18,19,26,39,-13,https://logodetimes.com/times/lanus/logo-lanus-256.png
2377,2008,Torneo Apertura 2008,Newells,8,4,7,31,19,26,18,8,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2378,2008,Torneo Clausura 2008,Newells,8,6,5,29,19,21,19,2,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2379,2008,Torneo Clausura 2008,Olimpo,6,11,2,20,19,21,32,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2380,2008,Torneo Apertura 2008,Racing Club,5,7,7,22,19,19,22,-3,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2381,2008,Torneo Clausura 2008,Racing Club,3,8,10,19,21,17,23,-6,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2382,2008,Torneo Apertura 2008,River Plate,2,9,8,14,19,20,29,-9,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2383,2008,Torneo Clausura 2008,River Plate,13,2,4,43,19,29,13,16,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2384,2008,Torneo Apertura 2008,Rosario Central,4,12,3,15,19,20,26,-6,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2385,2008,Torneo Clausura 2008,Rosario Central,7,6,6,27,19,26,23,3,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2386,2008,Torneo Apertura 2008,San Lorenzo,13,5,3,42,21,37,21,16,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2387,2008,Torneo Clausura 2008,San Lorenzo,11,6,2,35,19,30,21,9,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2388,2008,Torneo Clausura 2008,San Martin (SJ),5,12,2,17,19,20,30,-10,https://logodetimes.com/times/san-martin-de-san-juan/logo-san-martin-de-san-juan-256.png
2389,2008,Torneo Apertura 2008,San Martin (T),5,9,5,20,19,15,18,-3,https://logodetimes.com/times/san-martin-de-tucuman/logo-san-martin-de-tucuman-256.png
2390,2008,Torneo Apertura 2008,Tigre,13,5,3,42,21,33,21,12,https://logodetimes.com/times/tigre/logo-tigre-256.png
2391,2008,Torneo Clausura 2008,Tigre,6,9,4,22,19,24,37,-13,https://logodetimes.com/times/tigre/logo-tigre-256.png
2392,2008,Torneo Clausura 2008,Union,0,1,1,1,2,1,2,-1,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
2393,2008,Torneo Apertura 2008,Velez,7,7,5,26,19,22,27,-5,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2394,2008,Torneo Clausura 2008,Velez,9,5,5,32,19,24,17,7,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2395,2009,Torneo Apertura 2009,Argentinos,8,3,8,32,19,29,20,9,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2396,2009,Torneo Clausura 2009,Argentinos,2,8,9,15,19,19,32,-13,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2397,2009,Torneo Apertura 2009,Arsenal,7,6,6,27,19,20,24,-4,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2398,2009,Torneo Clausura 2009,Arsenal,4,9,6,18,19,19,30,-11,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2399,2009,Torneo Clausura 2009,Atl Rafaela,1,1,0,3,2,3,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2400,2009,Torneo Apertura 2009,Atl Tucuman,6,9,4,22,19,24,32,-8,https://logodetimes.com/times/atletico-tucuman/logo-atletico-tucuman-256.png
2401,2009,Torneo Apertura 2009,Banfield,12,2,5,41,19,25,11,14,https://logodetimes.com/times/banfield/logo-banfield-256.png
2402,2009,Torneo Clausura 2009,Banfield,6,8,5,23,19,25,25,0,https://logodetimes.com/times/banfield/logo-banfield-256.png
2403,2009,Torneo Clausura 2009,Belgrano,0,1,1,1,2,1,2,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2404,2009,Torneo Apertura 2009,Boca Juniors,7,6,6,27,19,28,24,4,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2405,2009,Torneo Clausura 2009,Boca Juniors,6,9,4,22,19,22,25,-3,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2406,2009,Torneo Apertura 2009,Chacarita,5,10,4,19,19,18,25,-7,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
2407,2009,Torneo Apertura 2009,Colon,10,5,4,34,19,27,16,11,https://logodetimes.com/times/colon/logo-colon-256.png
2408,2009,Torneo Clausura 2009,Colon,10,5,4,34,19,29,19,10,https://logodetimes.com/times/colon/logo-colon-256.png
2409,2009,Torneo Apertura 2009,Estudiantes (LP),9,6,4,31,19,28,19,9,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2410,2009,Torneo Clausura 2009,Estudiantes (LP),8,6,5,29,19,22,18,4,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2411,2009,Torneo Clausura 2009,Gimnasia (J),4,10,5,17,19,15,24,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg/150px-Escudo_del_Club_Gimnasia_y_Esgrima_Jujuy.svg.png
2412,2009,Torneo Apertura 2009,Gimnasia (LP),3,12,4,13,19,16,29,-13,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2413,2009,Torneo Clausura 2009,Gimnasia (LP),8,6,7,31,21,26,24,2,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2414,2009,Torneo Apertura 2009,Godoy Cruz,3,9,7,16,19,18,28,-10,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2415,2009,Torneo Clausura 2009,Godoy Cruz,7,7,5,26,19,23,26,-3,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2416,2009,Torneo Apertura 2009,Huracan,2,12,5,11,19,12,34,-22,https://logodetimes.com/times/huracan/logo-huracan-256.png
2417,2009,Torneo Clausura 2009,Huracan,12,5,2,38,19,35,19,16,https://logodetimes.com/times/huracan/logo-huracan-256.png
2418,2009,Torneo Apertura 2009,Independiente,10,5,4,34,19,30,20,10,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2419,2009,Torneo Clausura 2009,Independiente,6,10,3,21,19,22,36,-14,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2420,2009,Torneo Apertura 2009,Lanus,8,4,7,31,19,26,17,9,https://logodetimes.com/times/lanus/logo-lanus-256.png
2421,2009,Torneo Clausura 2009,Lanus,12,5,2,38,19,32,26,6,https://logodetimes.com/times/lanus/logo-lanus-256.png
2422,2009,Torneo Apertura 2009,Newells,12,4,3,39,19,26,15,11,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2423,2009,Torneo Clausura 2009,Newells,4,6,9,21,19,21,22,-1,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2424,2009,Torneo Apertura 2009,Racing Club,4,10,5,17,19,17,26,-9,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2425,2009,Torneo Clausura 2009,Racing Club,8,5,6,30,19,23,21,2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2426,2009,Torneo Apertura 2009,River Plate,5,8,6,21,19,23,26,-3,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2427,2009,Torneo Clausura 2009,River Plate,7,6,6,27,19,24,25,-1,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2428,2009,Torneo Apertura 2009,Rosario Central,8,4,7,31,19,21,14,7,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2429,2009,Torneo Clausura 2009,Rosario Central,8,8,5,29,21,25,22,3,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2430,2009,Torneo Apertura 2009,San Lorenzo,9,5,5,32,19,28,20,8,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2431,2009,Torneo Clausura 2009,San Lorenzo,7,9,3,24,19,27,26,1,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2432,2009,Torneo Clausura 2009,San Martin (T),5,9,5,20,19,20,23,-3,https://logodetimes.com/times/san-martin-de-tucuman/logo-san-martin-de-tucuman-256.png
2433,2009,Torneo Apertura 2009,Tigre,2,15,2,8,19,18,42,-24,https://logodetimes.com/times/tigre/logo-tigre-256.png
2434,2009,Torneo Clausura 2009,Tigre,6,8,5,23,19,24,25,-1,https://logodetimes.com/times/tigre/logo-tigre-256.png
2435,2009,Torneo Apertura 2009,Velez,10,5,4,34,19,29,21,8,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2436,2009,Torneo Clausura 2009,Velez,11,1,7,40,19,29,13,16,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2437,2010,Torneo Apertura 2010,All Boys,7,7,5,26,19,24,23,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2438,2010,Torneo Clausura 2010,All Boys,1,0,1,4,2,4,1,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2439,2010,Torneo Apertura 2010,Argentinos,6,7,6,24,19,22,21,1,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2440,2010,Torneo Clausura 2010,Argentinos,12,2,5,41,19,35,23,12,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2441,2010,Torneo Apertura 2010,Arsenal,9,5,5,32,19,22,19,3,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2442,2010,Torneo Clausura 2010,Arsenal,5,10,4,19,19,19,33,-14,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2443,2010,Torneo Clausura 2010,Atl Rafaela,1,1,0,3,2,2,3,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2444,2010,Torneo Clausura 2010,Atl Tucuman,1,8,10,13,19,14,26,-12,https://logodetimes.com/times/atletico-tucuman/logo-atletico-tucuman-256.png
2445,2010,Torneo Apertura 2010,Banfield,4,7,8,20,19,20,19,1,https://logodetimes.com/times/banfield/logo-banfield-256.png
2446,2010,Torneo Clausura 2010,Banfield,9,5,5,32,19,24,16,8,https://logodetimes.com/times/banfield/logo-banfield-256.png
2447,2010,Torneo Apertura 2010,Boca Juniors,7,8,4,25,19,20,20,0,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2448,2010,Torneo Clausura 2010,Boca Juniors,5,9,5,20,19,28,35,-7,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2449,2010,Torneo Clausura 2010,Chacarita,4,14,1,13,19,22,33,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg/160px-Escudo_del_Club_Atl%C3%A9tico_Chacarita_Juniors.svg.png
2450,2010,Torneo Apertura 2010,Colon,7,7,5,26,19,21,29,-8,https://logodetimes.com/times/colon/logo-colon-256.png
2451,2010,Torneo Clausura 2010,Colon,4,6,9,21,19,20,32,-12,https://logodetimes.com/times/colon/logo-colon-256.png
2452,2010,Torneo Apertura 2010,Estudiantes (LP),14,2,3,45,19,32,8,24,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2453,2010,Torneo Clausura 2010,Estudiantes (LP),12,3,4,40,19,33,14,19,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2454,2010,Torneo Apertura 2010,Gimnasia (LP),3,10,6,15,19,13,23,-10,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2455,2010,Torneo Clausura 2010,Gimnasia (LP),7,8,6,27,21,24,31,-7,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2456,2010,Torneo Apertura 2010,Godoy Cruz,7,4,8,29,19,32,25,7,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2457,2010,Torneo Clausura 2010,Godoy Cruz,11,4,4,37,19,28,14,14,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2458,2010,Torneo Apertura 2010,Huracan,4,11,4,16,19,16,33,-17,https://logodetimes.com/times/huracan/logo-huracan-256.png
2459,2010,Torneo Clausura 2010,Huracan,7,7,5,26,19,21,22,-1,https://logodetimes.com/times/huracan/logo-huracan-256.png
2460,2010,Torneo Apertura 2010,Independiente,2,9,8,14,19,13,26,-13,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2461,2010,Torneo Clausura 2010,Independiente,10,5,4,34,19,25,18,7,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2462,2010,Torneo Apertura 2010,Lanus,8,7,4,28,19,20,25,-5,https://logodetimes.com/times/lanus/logo-lanus-256.png
2463,2010,Torneo Clausura 2010,Lanus,8,6,5,29,19,25,23,2,https://logodetimes.com/times/lanus/logo-lanus-256.png
2464,2010,Torneo Apertura 2010,Newells,6,5,8,26,19,13,12,1,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2465,2010,Torneo Clausura 2010,Newells,8,5,6,30,19,32,18,14,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
2466,2010,Torneo Apertura 2010,Olimpo,5,11,3,18,19,18,26,-8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Escudo_Oficial_Olimpo.png/120px-Escudo_Oficial_Olimpo.png
2467,2010,Torneo Apertura 2010,Quilmes,4,8,7,19,19,14,23,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
2468,2010,Torneo Apertura 2010,Racing Club,8,6,5,29,19,25,18,7,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2469,2010,Torneo Clausura 2010,Racing Club,9,8,2,29,19,21,22,-1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
2470,2010,Torneo Apertura 2010,River Plate,8,4,7,31,19,21,18,3,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2471,2010,Torneo Clausura 2010,River Plate,6,9,4,22,19,16,21,-5,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
2472,2010,Torneo Clausura 2010,Rosario Central,3,7,11,20,21,13,23,-10,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
2473,2010,Torneo Apertura 2010,San Lorenzo,6,7,6,24,19,18,20,-2,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2474,2010,Torneo Clausura 2010,San Lorenzo,6,11,2,20,19,16,21,-5,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
2475,2010,Torneo Apertura 2010,Tigre,7,8,4,25,19,24,24,0,https://logodetimes.com/times/tigre/logo-tigre-256.png
2476,2010,Torneo Clausura 2010,Tigre,7,9,3,24,19,28,26,2,https://logodetimes.com/times/tigre/logo-tigre-256.png
2477,2010,Torneo Apertura 2010,Velez,13,2,4,43,19,33,9,24,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2478,2010,Torneo Clausura 2010,Velez,7,6,6,27,19,25,20,5,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
2479,2011,Torneo Apertura 2011,All Boys,4,6,9,21,19,15,23,-8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2480,2011,Torneo Clausura 2011,All Boys,7,8,4,25,19,14,19,-5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg/150px-Escudo_del_Club_Atl%C3%A9tico_All_Boys.svg.png
2481,2011,Torneo Apertura 2011,Argentinos,5,7,7,22,19,18,24,-6,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2482,2011,Torneo Clausura 2011,Argentinos,7,3,9,30,19,16,11,5,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
2483,2011,Torneo Apertura 2011,Arsenal,6,7,6,24,19,21,20,1,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2484,2011,Torneo Clausura 2011,Arsenal,6,6,7,25,19,25,22,3,https://logodetimes.com/times/arsenal-sarandi/arsenal-sarandi-256.png
2485,2011,Torneo Apertura 2011,Atl Rafaela,8,9,2,26,19,22,26,-4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg/120px-Logotipo_Oficial_y_Escudo_del_Club_Atl%C3%A9tico_de_Rafaela.svg.png
2486,2011,Torneo Apertura 2011,Banfield,3,14,2,11,19,13,29,-16,https://logodetimes.com/times/banfield/logo-banfield-256.png
2487,2011,Torneo Clausura 2011,Banfield,7,6,6,27,19,24,24,0,https://logodetimes.com/times/banfield/logo-banfield-256.png
2488,2011,Torneo Apertura 2011,Belgrano,8,4,7,31,19,21,16,5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2489,2011,Torneo Clausura 2011,Belgrano,1,0,1,4,2,3,1,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
2490,2011,Torneo Apertura 2011,Boca Juniors,12,0,7,43,19,25,6,19,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2491,2011,Torneo Clausura 2011,Boca Juniors,7,5,7,28,19,24,22,2,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
2492,2011,Torneo Apertura 2011,Colon,8,4,7,31,19,19,15,4,https://logodetimes.com/times/colon/logo-colon-256.png
2493,2011,Torneo Clausura 2011,Colon,6,10,3,21,19,20,27,-7,https://logodetimes.com/times/colon/logo-colon-256.png
2494,2011,Torneo Apertura 2011,Estudiantes (LP),6,8,5,23,19,24,24,0,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2495,2011,Torneo Clausura 2011,Estudiantes (LP),6,7,6,24,19,18,19,-1,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
2496,2011,Torneo Clausura 2011,Gimnasia (LP),4,8,10,22,22,22,27,-5,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
2497,2011,Torneo Apertura 2011,Godoy Cruz,6,7,6,24,19,28,24,4,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2498,2011,Torneo Clausura 2011,Godoy Cruz,10,5,4,34,19,33,28,5,https://logodetimes.com/times/godoy-cruz/logo-godoy-cruz-256.png
2499,2011,Torneo Clausura 2011,Huracan,3,12,5,14,20,18,44,-26,https://logodetimes.com/times/huracan/logo-huracan-256.png
2500,2011,Torneo Apertura 2011,Independiente,7,6,6,27,19,18,17,1,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2501,2011,Torneo Clausura 2011,Independiente,7,4,8,29,19,30,20,10,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
2502,2011,Torneo Apertura 2011,Lanus,7,4,8,29,19,20,14,6,https://logodetimes.com/times/lanus/logo-lanus-256.png
2503,2011,Torneo Clausura 2011,Lanus,10,4,5,35,19,29,16,13,https://logodetimes.com/times/lanus/logo-lanus-256.png
2504,2011,Torneo Apertura 2011,Newells,1,5,13,16,19,13,18,-5,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
